processed_message,target
huh also mani mistak,0
ha u ju ate honey ar sweet,0
im turn phone mom tell everyon cancer sister wont stop call hurt talk cant put see u u get home love u,0
honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym,0
thank love rock,0
yeah imma come caus jay want drug,0
ok thanx take care,0
yup thk u oso bore wat,0
came look flat seem ok away alot wiv work got woman come,0
moji inform save live thank,0
who class,0
hey r ì still onlin ive finish format,0
great attract brotha,0
promot number ur award citi break could win å£ summer shop spree everi wk txt store skilgm tscswinawkag å£ perwksub,1
lol happen vega stay vega,0
hello hello hi lou sorri took long repli left mobil friend lancast got bak neway im sorri couldnåõt make ur båõday hun,0
use soc use home ìï dunno type word ar,0
dad say hurri hell,0
wake ltgt morn,0
get class bsn like ltgt minut know advis,0
great shoot big load get readi,0
ill meet lobbi,0
still come tonight,0
happen dear tell,0
sir wait call free pleas call,0
text finish long time ago shower eryth,0
ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx,0
hello per request ltgt rs transfer,0
tirupur call da,0
winner special select receiv å£ cash å£ award speak live oper claim call pm cost p,1
sbut luck catch put,0
noe ì specifi da domain nusstu ìï still sch,0
ohi ask fun hahatak care ì,0
shall get pouch,0
hey loverboy love tell look pictur ach feel leg fuck want need crave,0
boy sweet word left morn sigh goe day love start studi,0
kent vale lor ìï wait ar,0
ok good make money,0
read gud habit nan bari hudgi yorg pataistha ertini kano,0
aight still want get money,0
town v import,0
sorri pa dont knw ru pa,0
wat u,0
meet ì rite ill go home lor ì dun feel like comin ok,0
oh get paid outstand one commerci hasbroin august made us jump mani hoop get paid still,0
lateso call tomorrow morningtak care sweet dreamsu meummifyingby,0
network technic support associ,0
im gon na rip uteru,0
cool like swim pool jacuzzi hous,0
thank rington order refer number x mobil charg tone arriv pleas call custom servic colourredtextcolourtxtstar,1
yeah gang readi,0
blank blank wat blank lol,0
im movi collect car oredi,0
left alreadi orchard,0
hi night ur lucki night uve invit xchat uk wildest chat txt chat pmsgrcvdhgsuit landsroww j hl ldn yr,1
noth splwat abt u whr ru,0
chikku nt yet ya im free,0
aldrin rakhesh ex rtm herepl callurg,0
search happi main sourc unhappi accept life way come u find happi everi moment u live,0
guess could good excus lol,0
isnt frnd neces life imagin urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espel care miss amp irrit u wrd dearlov frnd wthout u cant live jst takecar goodmorn,0
old orchard near univ,0
taco raja burrito right,0
itû÷ å£ get ok,0
how street end librari walk,0
plz note anyon call mobil co amp ask u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verifi cnn ibn,0
stop get ice cream go back,0
stitch trouser,0
tf p,1
hey im bore im think u wat r u,0
nah wednesday bring mini cheeto bag,0
nobodi name peni girl name stori doesnt add,0
aight let know your gon na around usf,0
im lip sync shangela,0
ìï neva tell noe im home da aft wat,0
bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,0
dear voucher holder claim st class airport loung pass use holiday voucher call book quot st class x,1
buzz hey love think hope day goe well sleep miss babe long moment togeth againlov smile,0
haha sound crazi dunno tahan anot,0
u earli,0
ya one slow poo,0
im gloucesterroad uup later,0
lol ouch wish id stay bit longer,0
god ask forgiv littl child gave love repli,0
well join ltgt bu,0
ask keep one mayb that didnt get messag sent glo,0
ki send ltgt min,0
would smoke help us work difficult time,0
someon u know ask date servic contact cant guess call reveal pobox xy p,1
yesmum lookin strong,0
sir goodmorn free call,0
call,0
love girl offic may wonder smile sore,0
hi wlcome back wonder got eaten lion someth noth much,0
uncl timi help clear car,0
came hostel go sleep plz call class hrishi,0
ok bag,0
ok lor msg b u call,0
mila age blond new uk look sex uk guy u like fun text mtalk pptxt st free å£ increment help,1
fishrman woke earli mrng dark wait amp found sack ful stone strtd throwin thm sea pass time atlast ju stone sun rose amp found tht r nt stone diamond moraldont wake earli mrng good night,0
claim shop spree call mobstorequiz ppm,1
ur physic get,0
dear friend sorri late inform today birthday love arpraveesh detail log face book see number ltgt dont miss delici treat,0
r ì go send,0
onlin transact,0
dear got train seat mine lower seat,0
let know need anyth els salad desert someth mani beer shall get,0
whore unbeliev,0
want funk ur fone weekli new tone repli tone u text origin n best tone gbp network oper rate appli,1
sure dont mean get,0
love know feel make belli warm wish love shall meet dream ahmad ador kiss,0
twink bear scalli skin jock call dont miss weekend fun call pmin stop text call nat rate,1
love want flood pretti pussi cum,0
hey angri repli dr,0
short cute good person,0
also rememb bead dont come ever,0
thread wishlist section forum ppl post nitro request start last page collect bottom,0
first time histori need comfort luxuri sold price india onionr ltgt petrolr ltgt beerr ltgt shesil ltgt,0
actual nvm got hella cash still ltgt ish,0
tri contact repli offer video handset anytim network min unlimit text camcord repli call,1
ok least armand still around,0
da happi sit togeth na,0
yup song bro creativ neva test qualiti said check review onlin,0
dude fakemi frnd got money tht im reffer uif u member wit mail link u vl credit ltgt rs il geti ltgt rsi draw acc wen ltgt rs,0
dude makin weirdi browni sister made awesom cooki took pic,0
urgent tri contact last weekend draw show å£ prize guarante call claim code k valid hour,1
pl dont restrict eat anythin like next two day,0
mm ask come enough,0
funer home audrey dad,0
aight text address,0
excel wish togeth right,0
yep fine ice age,0
pl wont beliv godnot jesu,0
dunno wat get,0
yet chikkuk wat abt tht guy stop irrit msging u,0
long take get,0
number vivek,0
xma iscom ur award either å£ cd gift voucher free entri r å£ weekli draw txt music tnc,1
sorri brah finish last exam,0
got arrest possess shit lttimegt pm,0
right though cant give space want need realli start becom issu go suggest set definit move outif im still greec mayb readi,0
normal,0
pleas protect ethreat sib never ask sensit inform like passwordsatmsm pin thru email never share password anybodi,0
miss much im despar record messag left day listen hear sound voic love,0
hi im alway onlin yahoo would like chat someday,0
goodmorningmi grandfath expiredso leav today,0
congratul u claim vip row ticket c blu concert novemb blu gift guarante call claim tsc costå£ max,1
yuou work get pc mom find spot would work need,0
sure ill see come bit,0
agre stop thinkin ipad pleas ask macho question,0
let pool money togeth buy bunch lotto ticket win get ltgt u get ltgt deal,0
watch tv lor nice one like lor,0
im think chennai forgot come auction,0
ì come n pick ar,0
earli bird purchas yet,0
went pay rent go bank authoris payment,0
erm û ill pick pm thatll give enough time get park,0
hey mate how u honeydid u ave good holiday gimmi de gossx,0
howz painit come todaydo said ystrdayic medicin,0
chile pleas ltdecimalgt hour drive come time sublet febapril audit season,0
ye ammaelif take lot turn sit tri hold steer,0
yeah that thought lem know anyth goin later,0
mmmm cant wait lick,0
pl go today ltgt dont want excus,0
plz tell an bslvyl sent via fullonsmscom,0
u town alon,0
look forward sex cuddl two sleep,0
rounderso requir,0
truekdo u knw di ltgt,0
dont worri day big lambu ji vl cometil enjoy batchlor parti,0
oh ya got hip hop open haha think go jazz zoom cine actual tonight im free leh there kb lesson tonight,0
free msg singl find partner area real peopl wait chat nowsend chat cncl send stopc å£ per msg,1
im ok part tomorrow,0
found diff farm shop buy chees way back call,0
r u still work,0
win newest åòharri potter order phoenix book repli harri answer question chanc first among reader,1
yep like pink furnitur tho,0
free msg ringtonefrom widelivecomindex wmlid b ecef ff firsttru jul,1
custom place wil cal u sir,0
oh god ive found number im glad text back xafter msg cst std ntwk chg å£,1
pure heart person wonder smile make even hisher enemi feel guilti enemi catch world smile goodmorn amp smiley sunday,0
thatåõ alrit girl u know gail neva wrongtak care sweet donåõt worryc u l tr hunlov yaxxx,0
theoret yeah could abl come,0
alright hook guy,0
know peopl still town,0
let math good,0
oh ok wait lect havent finish,0
yeah usual guy town therer definit peopl around know,0
join today formallypl keep prayingwil talk later,0
happi sad one thing past good morn,0
multimedia messag email,0
oki scare u say fat u dun wan alreadi,0
u get messag,0
sorri sir call tomorrow senthilhsbc,0
need person give na,0
left vagu said would inform person account delay rent discuss hous agenc rent anoth place check onlin place around usc ltgt,0
hi juan im come home fri hey cours expect welcom parti lot present ill phone u get back load love nicki x x x x x x x x x,0
gumbi special ltgt chees pizza know doin tonight,0
link pictur sent also use,1
like person size,0
im great aunt anniversari parti tarpon spring,0
cab availablethey pick drop door step,0
oktak careumma,0
unlimit text limit minut,0
doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optouthf,1
problem spend lot qualiti time togeth,0
urgent nd attempt contact u å£ prize yesterday still await collect claim call aclpm,1
heard week,0
dear dave final notic collect tenerif holiday cash award call landlin tc sae box cw wx ppm,1
ye last practic,0
tell u call claim å£ prize u enter ur mobil person detail prompt care,1
thank youv wonder,0
ìï mean confirm tot juz say oni ok,0
depend would like treat,0
right brah see later,0
wait e car mum lor u leh reach home alreadi,0
account xxxxxxxxx show unredeem point claim call identifi code xxxxx expir,1
want new video handset anytim network min half price line rental camcord repli call deliveri tomorrow,1
