label,message,clean_message,tokens,processed_message,target
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you are being contacted by our dating service by someone you know to find out who it is call from a land line pobox w tg p,"['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'land', 'line', 'pobox', 'w', 'tg', 'p']",contact date servic someon know find call land line pobox w tg p,1
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",thats fine have him give me a call if he knows what he wants or has any questions,"['that', 'fine', 'give', 'call', 'know', 'want', 'question']",that fine give call know want question,0
ham,"Sorry, got a late start, we're on the way",sorry got a late start were on the way,"['sorri', 'got', 'late', 'start', 'way']",sorri got late start way,0
ham,Then u go back urself lor...,then u go back urself lor,"['u', 'go', 'back', 'urself', 'lor']",u go back urself lor,0
ham,I AM AT THE GAS STATION. GO THERE.,i am at the gas station go there,"['ga', 'station', 'go']",ga station go,0
ham,"K, if u bored up just come to my home..",k if u bored up just come to my home,"['k', 'u', 'bore', 'come', 'home']",k u bore come home,0
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe i love you covers your face in kisses,"['babe', 'love', 'cover', 'face', 'kiss']",babe love cover face kiss,0
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like i made him throw up when we were smoking in our friends car one time it was awesome,"['like', 'made', 'throw', 'smoke', 'friend', 'car', 'one', 'time', 'awesom']",like made throw smoke friend car one time awesom,0
ham,Still i have not checked it da. . .,still i have not checked it da,"['still', 'check', 'da']",still check da,0
ham,You will go to walmart. I.ll stay.,you will go to walmart ill stay,"['go', 'walmart', 'ill', 'stay']",go walmart ill stay,0
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too,"['havent', 'forgotten', 'might', 'coupl', 'buck', 'send', 'tomorrow', 'k', 'love', 'ya']",havent forgotten might coupl buck send tomorrow k love ya,0
ham,Oh great. I.ll disturb him more so that we can talk.,oh great ill disturb him more so that we can talk,"['oh', 'great', 'ill', 'disturb', 'talk']",oh great ill disturb talk,0
ham,Reverse is cheating. That is not mathematics.,reverse is cheating that is not mathematics,"['revers', 'cheat', 'mathemat']",revers cheat mathemat,0
ham,U're welcome... Caught u using broken english again...,ure welcome caught u using broken english again,"['ure', 'welcom', 'caught', 'u', 'use', 'broken', 'english']",ure welcom caught u use broken english,0
ham,No problem baby. Is this is a good time to talk? I called and left a message.,no problem baby is this is a good time to talk i called and left a message,"['problem', 'babi', 'good', 'time', 'talk', 'call', 'left', 'messag']",problem babi good time talk call left messag,0
ham,Oh is it! Which brand?,oh is it which brand,"['oh', 'brand']",oh brand,0
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,"['sorri', 'cant', 'take', 'call', 'right', 'happen', 'r', 'waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medic', 'insur', 'shell', 'abl', 'deliv', 'basic', 'care', 'im', 'current', 'shop', 'right', 'medic', 'insur', 'give', 'til', 'friday', 'morn', 'that', 'ill', 'see', 'major', 'person', 'guid', 'right', 'insur']",sorri cant take call right happen r waxsto wat want come ill get medic insur shell abl deliv basic care im current shop right medic insur give til friday morn that ill see major person guid right insur,0
ham,At what time are you coming.,at what time are you coming,"['time', 'come']",time come,0
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,call him and say you not coming today ok and tell them not to fool me like this ok,"['call', 'say', 'come', 'today', 'ok', 'tell', 'fool', 'like', 'ok']",call say come today ok tell fool like ok,0
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,i emailed yifeng my part oredi can ì get it fr him,"['email', 'yifeng', 'part', 'oredi', 'ì', 'get', 'fr']",email yifeng part oredi ì get fr,0
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure theyll understand that wine good idea just had a slurp,"['r', 'u', 'sure', 'theyll', 'understand', 'wine', 'good', 'idea', 'slurp']",r u sure theyll understand wine good idea slurp,0
ham,Minimum walk is 3miles a day.,minimum walk is miles a day,"['minimum', 'walk', 'mile', 'day']",minimum walk mile day,0
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,"['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'go', 'cinema']",ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,0
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby dolld vehicle sariyag drive madoke barolla,"['brainless', 'babi', 'dolld', 'vehicl', 'sariyag', 'drive', 'madok', 'barolla']",brainless babi dolld vehicl sariyag drive madok barolla,0
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed your call lets talk when you have the time im on,"['sorri', 'miss', 'call', 'let', 'talk', 'time', 'im']",sorri miss call let talk time im,1
ham,Please attend the phone:),please attend the phone,"['pleas', 'attend', 'phone']",pleas attend phone,0
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,"['hate', 'call', 'didnt', 'accept', 'even', 'singl', 'call', 'mine', 'even', 'messag']",hate call didnt accept even singl call mine even messag,0
ham,No messages on her phone. I'm holding it now,no messages on her phone im holding it now,"['messag', 'phone', 'im', 'hold']",messag phone im hold,0
ham,Can... I'm free...,can im free,"['im', 'free']",im free,0
ham,"Yo my trip got postponed, you still stocked up?",yo my trip got postponed you still stocked up,"['yo', 'trip', 'got', 'postpon', 'still', 'stock']",yo trip got postpon still stock,0
ham,I am waiting for your call sir.,i am waiting for your call sir,"['wait', 'call', 'sir']",wait call sir,0
ham,Hey what are you doing. Y no reply pa..,hey what are you doing y no reply pa,"['hey', 'repli', 'pa']",hey repli pa,0
ham,"Hey elaine, is today's meeting still on?",hey elaine is todays meeting still on,"['hey', 'elain', 'today', 'meet', 'still']",hey elain today meet still,0
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry ive not gone to that place ill do so tomorrow really sorry,"['sorri', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'realli', 'sorri']",sorri ive gone place ill tomorrow realli sorri,0
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,most of the tiime when i dont let you hug me its so i dont break into tears,"['tiim', 'dont', 'let', 'hug', 'dont', 'break', 'tear']",tiim dont let hug dont break tear,0
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow,"['tomorrow', 'go', 'theatr', 'come', 'wherev', 'u', 'call', 'tell', 'come', 'tomorrow']",tomorrow go theatr come wherev u call tell come tomorrow,0
ham,And now electricity just went out fml.,and now electricity just went out fml,"['electr', 'went', 'fml']",electr went fml,0
ham,"Looks like you found something to do other than smoke, great job!",looks like you found something to do other than smoke great job,"['look', 'like', 'found', 'someth', 'smoke', 'great', 'job']",look like found someth smoke great job,0
ham,Also andros ice etc etc,also andros ice etc etc,"['also', 'andro', 'ice', 'etc', 'etc']",also andro ice etc etc,0
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,"['good', 'afternon', 'love', 'today', 'hope', 'good', 'mayb', 'interview', 'wake', 'miss', 'babe', 'passion', 'kiss', 'across', 'sea']",good afternon love today hope good mayb interview wake miss babe passion kiss across sea,0
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat u really neva c e msg i sent shuhui,"['yup', 'wun', 'believ', 'wat', 'u', 'realli', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']",yup wun believ wat u realli neva c e msg sent shuhui,0
ham,Hows that watch resizing,hows that watch resizing,"['how', 'watch', 'resiz']",how watch resiz,0
ham,Dear umma she called me now :-),dear umma she called me now,"['dear', 'umma', 'call']",dear umma call,0
ham,Just finished. Missing you plenty,just finished missing you plenty,"['finish', 'miss', 'plenti']",finish miss plenti,0
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary star ibiza holiday or å£ cash needs your urgent collection now from landline not to lose out box sk wp ppm,"['complimentari', 'star', 'ibiza', 'holiday', 'å£', 'cash', 'need', 'urgent', 'collect', 'landlin', 'lose', 'box', 'sk', 'wp', 'ppm']",complimentari star ibiza holiday å£ cash need urgent collect landlin lose box sk wp ppm,1
ham,"Well, I meant as opposed to my drunken night of before",well i meant as opposed to my drunken night of before,"['well', 'meant', 'oppos', 'drunken', 'night']",well meant oppos drunken night,0
ham,K... Must book a not huh? so going for yoga basic on sunday?,k must book a not huh so going for yoga basic on sunday,"['k', 'must', 'book', 'huh', 'go', 'yoga', 'basic', 'sunday']",k must book huh go yoga basic sunday,0
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msgwe billed your mobile number by mistake from shortcode please call to have charges refundedthis call will be free from a bt landline,"['free', 'msgwe', 'bill', 'mobil', 'number', 'mistak', 'shortcod', 'pleas', 'call', 'charg', 'refundedthi', 'call', 'free', 'bt', 'landlin']",free msgwe bill mobil number mistak shortcod pleas call charg refundedthi call free bt landlin,1
ham,Ok can...,ok can,['ok'],ok,0
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oops am at my mums in somerset bit far back tomo see you soon x,"['oop', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']",oop mum somerset bit far back tomo see soon x,0
ham,So u workin overtime nigpun?,so u workin overtime nigpun,"['u', 'workin', 'overtim', 'nigpun']",u workin overtim nigpun,0
ham,Same as kallis dismissial in 2nd test:-).,same as kallis dismissial in nd test,"['kalli', 'dismissi', 'nd', 'test']",kalli dismissi nd test,0
ham,O. Guess they both got screwd,o guess they both got screwd,"['guess', 'got', 'screwd']",guess got screwd,0
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call immediately as there is an urgent message waiting for you,"['pleas', 'call', 'immedi', 'urgent', 'messag', 'wait']",pleas call immedi urgent messag wait,1
ham,What r u cooking me for dinner?,what r u cooking me for dinner,"['r', 'u', 'cook', 'dinner']",r u cook dinner,0
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,"['bull', 'plan', 'go', 'float', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'anoth', 'day']",bull plan go float ikea without care world live mess anoth day,0
ham,Then i buy.,then i buy,['buy'],buy,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent your mobile number has been awarded with a å£ bonus caller prize call from land line valid hrs only,"['urgent', 'mobil', 'number', 'award', 'å£', 'bonu', 'caller', 'prize', 'call', 'land', 'line', 'valid', 'hr']",urgent mobil number award å£ bonu caller prize call land line valid hr,1
ham,Heehee that was so funny tho,heehee that was so funny tho,"['heehe', 'funni', 'tho']",heehe funni tho,0
ham,It only does simple arithmetic not percentages.,it only does simple arithmetic not percentages,"['simpl', 'arithmet', 'percentag']",simpl arithmet percentag,0
